VMName,BusinessUnit,SubUnit,CostCentre,Project,vCPU,vRAM,vDisk,vCPUHours,GBMemHours,GBStorHours,DR,StorageTier,ChargevCPU,ChargevRAM,ChargevDisk,Moref,ResourceSubtotal,Backup,BackupCost,Total,BillingPeriod
SYDNWSQLS01,S&L,STG,62920000.0,PACE,2.0,4.0,200.0,1392.0,2784.0,114144,,,42.6,93.2,16.4,vm-33660,152.2,no,0.0,152.2,Feb-2024
SYDNWSQLD01,S&L,DEV,623000.0,<blank>,2.0,8.0,180.0,1392.0,5568.0,123888,,,42.6,186.4,17.8,vm-33248,246.8,no,0.0,246.8,Feb-2024
SYDNWDBAP67,CORP,PRD,603150.0,,2.0,8.0,110.0,1392.0,5568.0,69600,141.2,,42.6,186.4,10.0,vm-3749,239.0,no,0.0,380.2,Feb-2024
ave-gs-sslvpn1,GRPINFR,<blank>,<blank>,<blank>,1.0,2.0,20.0,0.0,0.0,2088,,,0.0,0.0,0.3,vm-33622,0.3,no,0.0,0.3,Feb-2024
sydnwinfp100,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,12.0,28.0,Feb-2024
GRCL_sydnwdbad83,S&L,DEV,623000.0,SAP - sapmsptd - Extended Warehouse Management,6.0,24.0,860.0,2442.0,9768.0,390456,,,74.733621,327.003448,56.1,vm-33238,457.837069,no,0.0,457.837069,Feb-2024
sydnwwebs03,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,8.25,24.25,Feb-2024
sydnwlicp01,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.3,25.3,Feb-2024
GrainCorp Windows Server 2012 - Base Template-WXjU,GCRP,,,,,,,0.0,0.0,11832,,,0.0,0.0,2.55,,2.55,no,0.0,2.55,Feb-2024
sydnwwebq25,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.0,25.0,Feb-2024
sydnwdbad16,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,509.4,525.4,Feb-2024
sydnwwebp112,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.3,25.3,Feb-2024
SYDNWWEBQ24,S&L,QA,62920000.0,PACE,2.0,4.0,60.0,1392.0,2784.0,37584,,,42.6,93.2,5.4,vm-33694,141.2,no,0.0,141.2,Feb-2024
sydnwwebq24,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,8.4,24.4,Feb-2024
sydnweskp01,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,22.5,38.5,Feb-2024
SYDNWWEBP120,S&L,PRD,62920000.0,PACE,4.0,8.0,100.0,2784.0,5568.0,38280,,,85.2,186.4,5.5,vm-33621,277.1,no,0.0,277.1,Feb-2024
SYDNWDBAP42,S&L,PRD,623000.0,BW Upgrade,8.0,64.0,7444.0,5568.0,44544.0,5130216,,,170.4,1491.2,3419.85,vm-33415,5081.45,yes,147.3,5244.75,Feb-2024
SYDNWCOMP41,Oils,PRD,241900.0,SOTI Server and Cisco UCM Backup,2.0,4.0,60.0,1392.0,2784.0,41064,,,42.6,93.2,5.9,vm-33484,141.7,no,0.0,141.7,Feb-2024
grcl_sydnwdbad83,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,125.25,141.25,Feb-2024
SYDNWWEBP121,S&L,PRD,62920000.0,PACE,4.0,8.0,100.0,2784.0,5568.0,38280,,,85.2,186.4,5.5,vm-33421,277.1,no,0.0,277.1,Feb-2024
GRCL_SYDNWSESSQLD01,S&L,DEV,623000.0,Crop Connect DR,4.0,63.0,3384.0,1628.0,25641.0,950736,,,49.822414,858.384052,204.9,vm-33650,1113.106466,yes,11.85,1140.956466,Feb-2024
sydnwsgwd02,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,28.35,44.35,Feb-2024
SYDNWINFP88,S&L,PRD,623000.0,,2.0,4.0,60.0,1392.0,2784.0,28536,103.56,,42.6,93.2,4.1,vm-4859,139.9,no,0.0,243.46,Feb-2024
sydnwwebp35,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,7.95,23.95,Feb-2024
SYDNWINFP152,S&L,PRD,623000.0,,2.0,4.0,80.0,1392.0,2784.0,43152,105.56,,42.6,93.2,6.2,vm-3751,142.0,no,0.0,247.56,Feb-2024
SYDNWWEBQ34,S&L,QA,62920000.0,,2.0,4.0,80.0,798.0,1596.0,36192,,,24.421552,53.42931,5.2,vm-33477,83.050862,no,0.0,83.050862,Feb-2024
SYDNWWEBQ35,S&L,QA,62920000.0,,2.0,4.0,80.0,912.0,1824.0,38280,,,27.910345,61.062069,5.5,vm-33478,94.472414,no,0.0,94.472414,Feb-2024
Oils Voicemail Server (c54c560d-e3f2-4bc3-865d-9fffb5dff0c8),GCRP,,,,1.0,4.0,160.0,0.0,0.0,21576,,,0.0,0.0,3.1,vm-3616,3.1,no,0.0,3.1,Feb-2024
GRCL_SYDNWSTPQRMP01,GCRP,PRD,62920000.0,Crop Connect,2.0,4.0,80.0,1392.0,2784.0,45936,,,42.6,93.2,9.9,vm-33488,145.7,no,0.0,145.7,Feb-2024
sydnwwebp122,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.15,25.15,Feb-2024
SYDNWSAPP300 (7317f586-485b-4afb-9007-052cc9aec149),CORP,PRD,609200.0,SAP migration,8.0,24.0,987.0,5568.0,16704.0,432912,650.97,,170.4,559.2,217.7,vm-1049,947.3,yes,37.65,1651.92,Feb-2024
SYDNWWEBD12,S&L,DEV,62920000.0,PACE,2.0,4.0,60.0,798.0,1596.0,32016,,,24.421552,53.42931,4.6,vm-33686,82.450862,no,0.0,82.450862,Feb-2024
SYDNWWEBP110,S&L,PRD,62920000.0,PACE,2.0,4.0,100.0,1392.0,2784.0,43152,107.56,,42.6,93.2,6.2,vm-4850,142.0,no,0.0,249.56,Feb-2024
SYDNWWEBS11,S&L,STG,62920000.0,,2.0,8.0,80.0,780.0,3120.0,37584,,,23.87069,104.448276,5.4,vm-33623,133.718966,no,0.0,133.718966,Feb-2024
bmx_test3,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,2.85,18.85,Feb-2024
GrainCorp Windows Server 2012 - Base Template-RTpb,GCRP,,,,,,,0.0,0.0,11832,,,0.0,0.0,1.7,,1.7,no,0.0,1.7,Feb-2024
GRCL_SYDNWSCSD200,Oils,DEV,43001030.0,SAP Content Server Oils Dev - ORD,2.0,8.0,1020.0,1392.0,5568.0,406464,,,42.6,186.4,87.6,vm-33234,316.6,no,0.0,316.6,Feb-2024
sydnwsapp205 (0f3803d3-28f8-49cb-8a06-6f34cbc1484e),GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,167.7,183.7,Feb-2024
SYDNWESKP01,MKT,PRD,655800.0,<blank>,1.0,2.0,180.0,696.0,1392.0,103008,,,21.3,46.6,14.8,vm-33489,82.7,no,0.0,82.7,Feb-2024
sydnwdocp01,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.0,25.0,Feb-2024
SYDNWSAPP200 (e202cdf3-2e6d-466a-b3d2-0c2e161d40f4),Oils,PRD,241900.0,,4.0,24.0,2041.0,2784.0,16704.0,1050264,990.03,,85.2,559.2,528.15,vm-401,1172.55,yes,86.55,2265.13,Feb-2024
sydnwdbap50,S&L,PRD,62920000.0,PACE,2.0,4.0,100.0,1392.0,2784.0,37584,107.56,,42.6,93.2,5.4,vm-4836,141.2,yes,8.25,273.01,Feb-2024
sydnwcomp35,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,15.0,31.0,Feb-2024
sydnwwebd11,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,9.0,25.0,Feb-2024
sydnwdbap70,S&L,PRD,62920000.0,SAP PO Production,4.0,24.0,805.0,2784.0,16704.0,143376,356.18,,85.2,559.2,20.6,vm-4834,665.0,yes,18.9,1056.08,Feb-2024
SYDNWDBAD51,S&L,DEV,62920000.0,Road Transport - 4003887,8.0,48.0,805.0,3320.0,19920.0,556104,,,101.603448,666.862069,179.9,vm-33727,948.365517,no,0.0,948.365517,Feb-2024
SYDNWDBAD50,S&L,DEV,62920000.0,Road Transport - 4003887,4.0,24.0,805.0,1628.0,9768.0,552624,,,49.822414,327.003448,179.4,vm-33724,556.225862,no,0.0,556.225862,Feb-2024
grcl_sydnwsesqrmd01,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,12.0,28.0,Feb-2024
SYDNWSTSSQL-DR (da39c152-4de1-4bda-9199-6352b7bf1b2b),GCRP,,,,,,,1006.0,6036.0,265176,,,30.787069,202.067241,57.15,,290.00431,yes,7.65,313.65431,Feb-2024
sydnwsapp11 (68781ee2-4bc1-4284-8cd6-a7fa1d31d6ee),GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,24.75,40.75,Feb-2024
SYDNWSTPSQLP01 (3ae25692-08c3-43ff-9852-e9a64f9a023d),GCRP,PRD,62920000.0,Crop Connect,8.0,32.0,1171.0,5568.0,22272.0,416208,,,170.4,745.6,168.1,vm-20139,1084.1,yes,27.75,1127.85,Feb-2024
SYDNWSAPP11 (68781ee2-4bc1-4284-8cd6-a7fa1d31d6ee),S&L,PRD,623000.0,<blank>,8.0,32.0,197.0,5568.0,22272.0,113448,390.5,,170.4,745.6,16.3,vm-4857,932.3,no,0.0,1322.8,Feb-2024
GRCL_SYDNWSAPD310,CORP,DEV,609200.0,SAP Migration,4.0,32.0,965.0,1660.0,13280.0,618048,,,50.801724,444.574713,88.8,vm-33598,584.176437,no,0.0,584.176437,Feb-2024
sydnwinfp88,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,6.15,22.15,Feb-2024
SYDNWINFP157,S&L,PRD,623000.0,,2.0,4.0,80.0,0.0,0.0,0,,,0.0,0.0,0.0,vm-33419,0.0,yes,7.5,23.5,Feb-2024
sydnwsgwd01,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,203.4,219.4,Feb-2024
SYDNWWEBS03,S&L,STG,62920000.0,PACE,2.0,4.0,60.0,1392.0,2784.0,35496,,,42.6,93.2,5.1,vm-33697,140.9,no,0.0,140.9,Feb-2024
SYDNWSQLQ05,S&L,DEV,62920000.0,PACE,2.0,2.0,200.0,1392.0,1392.0,136416,,,42.6,46.6,23.6,vm-33413,112.8,yes,6.75,135.55,Feb-2024
SYDNUPPTP01-IYyy,GCRP,,,,,,,2784.0,5568.0,73776,,,85.2,186.4,10.6,,282.2,no,0.0,282.2,Feb-2024
sydnwdbad23,S&L,DEV,62920000.0,PACE,4.0,8.0,200.0,1596.0,3192.0,138504,,,48.843103,106.858621,19.9,vm-33658,175.601724,yes,21.0,212.601724,Feb-2024
SYDNWWEBP31,S&L,PRD,623000.0,,2.0,8.0,80.0,1392.0,5568.0,27144,,,42.6,186.4,3.9,vm-33605,232.9,no,0.0,232.9,Feb-2024
SYDNWINFP2,S&L,PRD,623000.0,,2.0,12.0,80.0,1392.0,8352.0,54984,,,42.6,279.6,7.9,vm-33654,330.1,no,0.0,330.1,Feb-2024
GRCL_SYDNWSAPD200,Oils,DEV,43001030.0,SAP DEV OED/OEQ,4.0,48.0,3264.0,1692.0,20304.0,1515192,,,51.781034,679.717241,326.55,vm-33636,1058.048276,no,0.0,1058.048276,Feb-2024
SYDNWINFP100,GRPINFR,PRD,609100.0,<blank>,2.0,12.0,80.0,1392.0,8352.0,54984,,,42.6,279.6,7.9,vm-33486,330.1,no,0.0,330.1,Feb-2024
sydnwdbad70,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,109.95,125.95,Feb-2024
GRCL_SYDNWSAPD201,Oils,DEV,241900.0,SAP OILS DEV OAD/OAQ,4.0,24.0,1240.0,1628.0,9768.0,542880,,,49.822414,327.003448,117.0,vm-33235,493.825862,no,0.0,493.825862,Feb-2024
sydnwwebp34,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,10.2,26.2,Feb-2024
SYDNWSCSP01,CORP,PRD,615500.0,ReadSoft,4.0,8.0,1448.0,2784.0,5568.0,335472,289.92,,85.2,186.4,48.2,vm-4856,319.8,yes,67.35,693.07,Feb-2024
sydnwinfp101,GCRP,,,,,,,0.0,0.0,0,,,0.0,0.0,0.0,,0.0,yes,18.0,34.0,Feb-2024
SYDNWWEBD11,S&L,DEV,62920000.0,PACE,2.0,4.0,60.0,1392.0,2784.0,41064,,,42.6,93.2,5.9,vm-33418,141.7,no,0.0,141.7,Feb-2024
SYDNWINFD105,S&L,QA,62920000.0,953631,1.0,4.0,80.0,696.0,2784.0,30624,,,21.3,93.2,4.4,vm-33232,118.9,no,0.0,118.9,Feb-2024
